uts,artist,artist_mbid,album,album_mbid,title,track_mbid,fechahora
1440253256,Gold Panda,bfbccd40-1a06-4ee7-b24d-b2f8cc714fa9,Lucky Shiner,16d86cb8-0310-3505-a1ad-c932e56db331,You,0347430a-b086-3cd4-a770-99e78a246fe1,2015-08-22 16:20:56
1440252999,Route 94,e2d1f228-3aff-4e6d-8932-032f4036131b,My Love,,My Love,2df708ec-cd70-4c14-88ec-246c4315a3dc,2015-08-22 16:16:39
1440252714,Major Lazer,75be165a-ad83-4d12-bd28-f589a15c479f,Get Free,752b6095-a8ef-4398-a0d1-97a545289ebb,Get Free,006ebd5d-33ae-3d12-bcc8-5b51365ec5d5,2015-08-22 16:11:54
1440252462,Kavinsky,eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa,OutRun,44217cae-f225-4d3c-919b-cd6d70fe392c,Nightcall,21388839-65ae-49a9-9434-f1b1ee339777,2015-08-22 16:07:42
1440252023,Galantis,a7229e38-bab7-48c1-9f35-9b4c49738b0f,Peanut Butter Jelly,1753a861-5ae6-42f3-b409-697ea8bb074d,Peanut Butter Jelly,041db61e-83aa-43b6-b3aa-96787d43e2ea,2015-08-22 16:00:23
1440251852,Major Lazer,75be165a-ad83-4d12-bd28-f589a15c479f,Peace Is the Mission,43c96ba7-a500-46c5-8522-934b718edb98,Lean On (feat. MØ & DJ Snake),,2015-08-22 15:57:32
1440251659,Jack Holiday,2a6098ee-c8cb-486d-8ac8-f81b53a1771d,Yes!,,Yes! - Radio Edit,,2015-08-22 15:54:19
1440251512,Y.V.E. 48,c2ddf453-e778-4579-8a8b-0688b7362480,All You Need,,All You Need - Night Mix Radio Edit,0d7e2e16-8b95-462f-8017-7377fd526c69,2015-08-22 15:51:52
1440251049,Philip George,ae1b2c50-d349-426d-a772-7628c7c098d6,Wish you were mine,2db0d7f5-54a1-4d3e-a4dc-4474fd0a9098,Wish You Were Mine - Radio Edit,93cb7bb2-2531-4629-a244-a087e69cb3c9,2015-08-22 15:44:09
1440250874,Klingande,,Riva (Restart the Game),0490ef41-2ab8-4afb-8a63-04d243ee1805,Riva (Restart The Game) - Single Edit,,2015-08-22 15:41:14
1440250679,Klingande,1faebb11-9c72-4a6f-8886-351efcab991e,Jubel,2afd20c8-53d7-4353-b6b7-510bbf48d78a,Jubel (Radio Edit),0ba9a6a3-b8a7-4858-85bc-e24b2ca86b86,2015-08-22 15:37:59
1440250522,Disciples,3ea50b79-fff7-478c-8d2e-5fdbb29283cf,They Don't Know (Radio Edit),,They Don't Know - Radio Edit,1dd1a645-f35f-4c05-9a58-112c3d6b1455,2015-08-22 15:35:22
1440249891,Yeah Yeah Yeahs,584c04d2-4acc-491b-8a0a-e63133f4bfc4,Heads Will Roll (A-trak Remix),17772988-7bf0-4a35-b505-530bd8ff1b01,Heads Will Roll (A-Trak Remix),0fa49b0b-4e1d-359a-bb7a-e0c6e4727222,2015-08-22 15:24:51
1440247637,Zugezogen Maskulin,5253c841-021b-4847-a80d-3821bc30bf0b,Alles brennt,,Plattenbau O.S.T.,8e13bc66-6569-4d2e-ba62-95075a16a920,2015-08-22 14:47:17
1440247431,Calvin Harris,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,How Deep Is Your Love,,How Deep Is Your Love,47e32556-48db-41e7-b4e1-60953ac492c1,2015-08-22 14:43:51
1395213246,ÃûÕìÌ½¿ÂÄÏ,,,,Time after time,,2014-03-19 08:14:06
1379837052,Various Artists,e868e6e0-34ac-49cc-9915-3b415ae1dc4d,Ja Baixen,,Paquito el Chocolatero,,2013-09-22 10:04:12
1371230196,Comalcool,,,,Gata parda,,2013-06-14 19:16:36
1362174241,Ska Covers,,,,James Bond Theme,,2013-03-01 22:44:01
1361744804,Luis Pastor (F),,20 grandes canciones,,Estan cambiando los tiempos,,2013-02-24 23:26:44
1361379362,Quique González,27e948aa-6b38-4da2-acf6-8459964a130a,Delantera Mítica (Versión Comentada),,Comentario: La Fábrica,,2013-02-20 17:56:02
1361156672,Brian,,,,Cheers Theme,,2013-02-18 04:04:32
1357560580,Ska Covers,,,,James Bond Theme,,2013-01-07 13:09:40
1357226151,Brian,,,,Cheers Theme,,2013-01-03 16:15:51
1353771165,La Fuga,2aaf62d2-0018-4a34-a4c9-a03820febd6c,A las 12,,P'aqui P'alla,44eb52d8-11e2-3c7d-a813-0f3be9fdd0a8,2012-11-24 16:32:45
